total_ambients,school,parceria,ambient
1,MARIA CLARA MACHADO,CENTRO COMUNITARIO MARANATA DE SAO PAULO,SALA DE LEITURA               
1,MARIA CLARA MACHADO,CENTRO COMUNITARIO MARANATA DE SAO PAULO,SALA RECUPERACAO/APOIO PEDAG. 
1,MARIA DE LOURDES FERRARINI,ASSOCIACAO SANTO AGOSTINHO,SALA DE AULA PROPRIA         
1,MARIA NATIVIDADE MACHADO,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,BRINQUEDOTECA
1,MARIA NELE,CARITAS CAMPO LIMPO CCL,SALA DE ED. INFANTIL PROPRIA 
1,MARINA VILLARES DA SILVA NOVAES,ASS COMUNIT. E BENEFIC. PADRE JOSE AUGUSTO MACHADO MOREIRA,BRINQUEDOTECA
1,MENINO DE LATA,ASS PRO FAMILIA E BEM ESTAR CASA VERDE,SALA DE ED. INFANTIL PROPRIA 
1,MENINO DEUS,ASSOCIAÇÃO MENINO DEUS,BERCARIO
1,MENINO DEUS,ASSOCIAÇÃO MENINO DEUS,SALA DE AULA PROPRIA         
1,MENINOS DE OURO,INSTITUTO ASSISTENCIAL DE MULHERES JANETE CLAIR,SALA DE ED. INFANTIL PROPRIA 
1,MENSAGEM DE PAZ,CENTRO DE EDUCAÇÃO INFANTIL OS FILHOS DA FE,BRINQUEDOTECA
1,MENSAGEM DE PAZ - FRANCESCO FORGIONE,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,SALA DE ED. INFANTIL PROPRIA 
1,MEU CANTINHO,ASSOCIAÇÃO NOSSA SENHORA DE LURDES,SALA DE ED. INFANTIL PROPRIA 
1,MOMENTOS FELIZES,ASS BENEFICENTE DE APOIO A COMUNIDADE CARENTE UNIDA,BERCARIO
1,MONTE AZUL,ASSOCIAÇÃO UNIAO EM FAMILIA E AMIGOS,SALA DE RECREACAO             
1,MONTEIRO LOBATO,ASS CENTRO APOIO MORADORES JD TIETE - RIACHO DOS MACHADOS,SALA DE LEITURA               
1,MUNDO DA ALEGRIA III,ASS CULTURAL FILHOS DA SENZALA,BERCARIO
1,MUNDO DOS SONHOS,ASS BENEFICENTE MUNDO ENCANTADO,SALA DE ED. INFANTIL PROPRIA 
1,MUNDO ENCANTADO II,ASS BENEFICENTE MUNDO ENCANTADO,BERCARIO
1,MUNDO ENCANTADO III,INSTITUIÇÃO AQUARELA,BERCARIO
1,MUNDO ENCANTADO III,INSTITUIÇÃO AQUARELA,SALA DE ED. ESPECIAL PROPRIA 
1,NAIR SALGADO,NUCLEO ASSISTENCIAL FRATERNO - NAF,SALA DE AULA PROPRIA         
1,NANY APPLE,ASSOCIAÇÃO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE,BERCARIO
1,NANY APPLE KIDS,ASSOCIAÇÃO CRECHE DA TIA D,SALA DE ED. INFANTIL PROPRIA 
1,NEI CAETANO DE ANDRADE,INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA,BERCARIO
1,NERIVALDO LEAL,INSTTUTO CRIANCA CIDADA,SALA DE ED. INFANTIL PROPRIA 
1,NOITE ENCANTADA III,CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI,SALA DE ED. INFANTIL PROPRIA 
1,NOITE ENCANTADA VII,ASSOCIAÇÃO BRUNA ROSA,BERCARIO
1,NOSSA SENHORA APARECIDA,CENTRO COMUNITARIO CATOLICO E OBRAS SOCIAIS OSCAR ROMERO,SALA DE RECREACAO             
1,NOSSA SENHORA DA ANUNCIACAO,INSTITUTO EDUCACIONAL E SOCIAL VIVA A VIDA,BERCARIO
1,NOSSA SENHORA DAS DORES II,ASSOCIAÇÃO COMUNITARIA UM NOVO AMANHECER,BERCARIO
1,NOSSA SENHORA DAS GRACAS - INSTITUTO CIO DA TERRA,ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS,BERCARIO
1,NOSSA SENHORA DE FATIMA,CARITAS CAMPO LIMPO CCL,SALA DE RECREACAO             
1,NOSSA SENHORA DE LOURDES,ONG PLENO VIVER,BERCARIO
1,NOSSA SENHORA DO DIVINO PRANTO,ONG PLENO VIVER,SALA DE RECREACAO             
1,NOSSA SENHORA MAGLAC,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
1,NOSSAS CRIANCAS,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,BERCARIO
1,NOSSAS CRIANCAS,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,SALA DE ED. INFANTIL PROPRIA 
1,NOVA ALIANCA II,INSTITUTO CEM POR CENTO SOCIAL,BERCARIO
1,NOVA AURORA,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
1,NOVO FLORESCER,INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE,SALA DE ED. INFANTIL PROPRIA 
1,NOVO HORIZONTE,CONJUNTO ASSISTENCIAL NOSSA SENHORA DA CONCEICAO APARECIDA,BERCARIO
1,NUCLEO PARQUE RESIDENCIAL COCAIA,INSTITUTO EDUCAR DE SAO PAULO,BERCARIO
1,OLHAR DE CRIANCA,ASSOCIACAO SAO GABRIEL,BERCARIO
1,PAIS E FILHOS,INSTITUTO EDUCACIONAL PAIS E FILHOS,SALA DE ED. INFANTIL PROPRIA 
1,PARAISOPOLIS,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,GINASIO DE ESPORTES
1,PARAISOPOLIS,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,LABORATORIO DE INFORMATICA    
1,PARAISOPOLIS,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,PATIO COBERTO                 
1,PARAISOPOLIS,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,QUADRA COBERTA                
1,PARAISOPOLIS,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA RECURSOS MULTIFUNCIONAIS
1,PARI,CRUZADA PRO INFANCIA,SALA DE AULA PROPRIA         
1,PARQUE NOVO GRAJAU,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,BRINQUEDOTECA
1,PARQUE NOVO MUNDO,ASS BENEFICENTE AOS CARENTES DA SAGRADA FAMILIA,SALA DE AULA PROPRIA         
1,PASSO A PASSO,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
1,PASSO A PASSO III,ASS COMUNITARIA DE SAO MATEUS,SALA DE ED. INFANTIL PROPRIA 
1,PAULO SILAS,ASSOCIAÇÃO BRUNA ROSA,BERCARIO
1,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,ATELIE
1,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,BIBLIOTECA
1,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,FOYER / EXPOSICOES
1,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,GINASIO DE ESPORTES
1,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,PATIO DESCOBERTO              
1,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,SALA DE DANCA / GINASTICA
1,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,TEATRO
1,PEQUENOS PASSOS,ASS ADONAY DO JARDIM GUAIANASES,SALA DE AULA PROPRIA         
1,PERUS,CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI,BIBLIOTECA
1,PERUS,CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI,LABORATORIO DE CIENCIAS
1,PERUS,CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI,LABORATORIO DE INFORMATICA    
1,PERUS,CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI,SALA DE LEITURA               
1,PERUS,CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI,SALA RECURSOS MULTIFUNCIONAIS
1,PERUS I,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,LABORATORIO DE INFORMATICA    
1,PERUS I,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,SALA DE LEITURA               
1,PERUS I,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,SALA RECURSOS MULTIFUNCIONAIS
1,PICOLO,ASSOCIAÇÃO BENEFICENTE CUNHA CAZALINI,BERCARIO
1,PINGOS DE AMOR,ASSOCIACAO BENEFICENTE AMAC,SALA DE ED. INFANTIL PROPRIA 
1,PINGUIM DE MOCHILA,INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE,BERCARIO
1,PIPAS IV,ASS COMUNITARIA SEMPRE VIVA,SALA DE ED. INFANTIL PROPRIA 
1,PIRITUBA,OBRA ASSISTENCIAL NOSSA SENHORA DO O,SALA DE AULA PROPRIA         
1,PLANETA KIDS,ASS EDUCACIONAL JUVENIL E INFANTIL,SALA DE ED. INFANTIL PROPRIA 
1,PRIMAVERA,ASS COMUNITARIA RAIO DE SOL,SALA DE AULA PROPRIA         
1,PRIMEIRO LAPIS,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,BERCARIO
1,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA II,CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA,SALA DE AULA PROPRIA         
1,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA II,CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA,SALA DE ED. INFANTIL PROPRIA 
1,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IV,CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA,BERCARIO
1,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IX,SERVICO COMUNITARIO DO ITAIM PAULISTA,SALA DE ED. INFANTIL PROPRIA 
1,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VI,COMUNIDADE CANTINHO DA PAZ,SALA DE ED. INFANTIL PROPRIA 
1,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA X,INSTITUTO AÇAO E PROTEÇAO,SALA DE ED. INFANTIL ADAPTADA
1,PRO-EDUCAR,ONG PLENO VIVER,SALA DE AULA PROPRIA         
1,PROFESSOR SIDNEY,ASSOCIAÇÃO QUIÁLTERAS CULTURAIS - A.Q.C,BERCARIO
1,PROJETO DE VIDA,ASS COMUNITARIA DE SAO MATEUS,SALA DE AULA PROPRIA         
1,QUATRO PILARES DA EDUCACAO IV,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,SALA DE ED. INFANTIL PROPRIA 
1,RAINHA ESTHER,ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH,SALA DE ED. INFANTIL ADAPTADA
1,RAIO DE ESPERANCA,INSTITUTO ASSISTENCIAL DE MULHERES JANETE CLAIR,BERCARIO
1,RAIO DE SOL - AMELIA DINIZ ANTAS,SERVICO DE ASSISTENCIA A FAMILIA CASA DA EDITINHA,SALA DE AULA PROPRIA         
1,RAPHAELA CAPELLANO DIAS,CENTRO DE ORIENTACAO A FAMILIA- COR,BERCARIO
1,RECANTO JOANA,ASS NOVA ESPERANCA,SALA DE ED. INFANTIL PROPRIA 
1,REGINA SIMOES,CAPES - CENTRO ANHANGUERA DE PROMOCAO E EDUCACAO SOCIAL,BERCARIO
1,REINO DA CRIANCA,INSTITUTO DILMA MOURA,SALA DE RECREACAO             
1,REINO ENCANTADO,ASSOCIACAO BENEFICENTE MANA XV DE NOVEMBRO,SALA DE RECREACAO             
1,REINO ENCANTADO GEGE,ASSOCIACAO BENEFICENTE MANA XV DE NOVEMBRO,SALA DE ED. INFANTIL PROPRIA 
1,ROSEIRA I,ASS ADONAY DO JARDIM GUAIANASES,SALA DE ED. INFANTIL PROPRIA 
1,ROSEIRA II,ASS ADONAY DO JARDIM GUAIANASES,SALA DE AULA PROPRIA         
1,SAGRADA FAMILIA,ACAO SOCIAL CLARETIANA,SALA DE ED. ESPECIAL PROPRIA 
1,SAMARITANINHOS II,INSTITUTO SOCIAL AFRO BRASIL,BERCARIO
1,SAMARITANINHOS III,INSTITUTO SOCIAL AFRO BRASIL,SALA DE AULA PROPRIA         
1,SAMARITANINHOS VI,ASSOCIAÇÃO EDUCACIONAL KAUE MARQUES,SALA DE AULA PROPRIA         
1,SAN FRANCESCO DE ASSISI,CRUZADA PRO INFANCIA,BERCARIO
1,SANTA CATARINA II,INSTITUTO ESTRELA GUIA,BERCARIO
1,SANTA CLARA,INSTITUTO VIDA SAO PAULO,SALA DE RECREACAO             
1,SANTA CRUZ,INSTITUTO BEVENUTTO,SALA DE RECREACAO             
1,SANTA ESCOLASTICA,MOSTEIRO SAO GERALDO DE SAO PAULO,BERCARIO
1,SANTA TEREZA,MOSTEIRO SAO GERALDO DE SAO PAULO,BERCARIO
1,SANTA TEREZA DE JESUS,MOSTEIRO SAO GERALDO DE SAO PAULO,BERCARIO
1,SANTA ZITA,ASS SANTA ZITA,BERCARIO
1,SANTO ANTONIO,ASSOCIACAO BENEFICENTE CAVALCANTE,BERCARIO
1,SANTO ANTONIO,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE RECREACAO             
1,SAO BENEDITO,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
1,SAO CARLOS,ASSISTENCIA SOCIAL A COLMEIA,SALA DE RECREACAO             
1,SAO FRANCISCO,ASS MISSIONARIAS DE SANTISSIMA TRINDADE,SALA DE RECREACAO             
1,SAO GABRIEL,ACAO SOCIAL LARGO 13,SALA DE RECREACAO             
1,SAO JOAO BATISTA,INSTITUTO SILVA E SANTOS,SALA DE RECREACAO             
1,SAO JOSE,OBRAS SOCIAIS DO JARDIM RECANTO,SALA DE ED. ESPECIAL PROPRIA 
1,SAO JOSE,OBRAS SOCIAIS DO JARDIM RECANTO,SALA DE ED. INFANTIL PROPRIA 
1,SAO LUIS GONZAGA,SOCIEDADE BENEFICENTE SAO LUIZ GONZAGA,SALA DE ED. INFANTIL ADAPTADA
1,SAO MATEUS,ASS COMUNITARIA SEMPRE VIVA,GINASIO DE ESPORTES
1,SAO MATEUS,ASS COMUNITARIA SEMPRE VIVA,PISCINA                       
1,SAO MATEUS,ASS COMUNITARIA SEMPRE VIVA,QUADRA DESCOBERTA             
1,SAO MATEUS,ASS COMUNITARIA SEMPRE VIVA,SALA WEB
1,SAO PEDRINHO,INSTITUTO ESTRELA GUIA,BERCARIO
1,SAO RAFAEL,ASSOCIAÇÃO BENEFICENTE RENASCER DE UM NOVO MUNDO,GINASIO DE ESPORTES
1,SAO RAFAEL,ASSOCIAÇÃO BENEFICENTE RENASCER DE UM NOVO MUNDO,PATIO DESCOBERTO              
1,SAO RAFAEL,ASSOCIAÇÃO BENEFICENTE RENASCER DE UM NOVO MUNDO,PISCINA                       
1,SAO RAFAEL,ASSOCIAÇÃO BENEFICENTE RENASCER DE UM NOVO MUNDO,SALA DE DANCA / GINASTICA
1,SAO RAFAEL,ASSOCIAÇÃO BENEFICENTE RENASCER DE UM NOVO MUNDO,SALA WEB
1,SAO VITO,ASSOCIACAO BENFICENTE SAO VITO MARTIR,BERCARIO
1,SAPOPEMBA,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,OFICINA                       
1,SAPOPEMBA,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,PISCINA                       
1,SAPOPEMBA,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,QUADRA COBERTA                
1,SAPOPEMBA,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,SALA WEB
1,SAPOPEMBA,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,TEATRO
1,SAPOPEMBA I,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,BERCARIO
1,SEMENTE DO AMANHA,COMUNIDADE KOLPING SAO FRANCISCO DE GUAIANASES,SALA DE AULA PROPRIA         
1,SEMENTES BRILHANTES,ASSOCIAÇÃO BENEFICENTE ROLEBRUNE,SALA DE ED. INFANTIL PROPRIA 
1,SEMENTINHA DO BEM,INSTITUTO DE ACAO SOCIAL FORCA E VIDA,SALA DE ED. INFANTIL PROPRIA 
1,SMILES,ASS METODISTA DE ACAO SOCIAL AMAS TUCURUVI II,SALA DE ED. INFANTIL PROPRIA 
1,SOARES LIMA,ASSOCIAÇÃO NOSSA SENHORA DE LURDES,BERCARIO
1,SOL DO AMANHA,ASSOCIACAO SANTO AGOSTINHO,SALA DE ED. INFANTIL PROPRIA 
1,SOL EMILIO DE OLIVEIRA,ASS0CIAÇÃO CEU ESTRELADO,SALA DE ED. INFANTIL PROPRIA 
1,SONHO NOSSO,CRUZADA PRO INFANCIA,BERCARIO
1,SONIA MARIA DOS ANJOS MARTINELLI,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,SALA DE AULA ADAPTADA        
1,SOSSEGO DA CRIANCA,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
1,TATIANA BELINKY,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,BERCARIO
1,TATIANA BELINKY,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,LABORATORIO DE INFORMATICA    
1,TATIANA BELINKY,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,SALA DE LEITURA               
1,TATIANA BELINKY,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,SALA RECUPERACAO/APOIO PEDAG. 
1,TATIANA BELINKY,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,SALA RECURSOS MULTIFUNCIONAIS
1,TATU BOLINHA,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,BERCARIO
1,TERESA DAVILA,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,BERCARIO
1,TEREZINHA DE JESUS,SOCIEDADE ESPIRITA TEREZINHA DE JESUS,BERCARIO
1,TIA ELISA,ASSOCIAÇÃO SEARA NORTE,BERCARIO
1,TIQUATIRA,ASS POPULAR DE SAUDE,FOYER / EXPOSICOES
1,TIQUATIRA,ASS POPULAR DE SAUDE,QUADRA COBERTA                
1,TIQUATIRA,ASS POPULAR DE SAUDE,SALA DE AULA ADAPTADA        
1,TIQUATIRA,ASS POPULAR DE SAUDE,SALA DE DANCA / GINASTICA
1,TIQUATIRA,ASS POPULAR DE SAUDE,SALA RECURSOS MULTIFUNCIONAIS
1,TODAS AS CORES,CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO,BERCARIO
1,TRES PASTORINHOS,ASS MISSIONARIAS DE SANTISSIMA TRINDADE,SALA DE ED. INFANTIL PROPRIA 
1,UNIVERSO CRIANCA,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
1,VAGALUME,SPDM - ASSOC PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,SALA DE ED. INFANTIL ADAPTADA
1,VALENTES DE DEUS,NUCLEO ASSISTENCIAL FRATERNO - NAF,SALA DE ED. INFANTIL PROPRIA 
1,VARGEM GRANDE,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,LABORATORIO DE INFORMATICA    
1,VARGEM GRANDE,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,SALA DE LEITURA               
1,VENHA CONOSCO - UNIDADE VII,CENTRO COMUNITARIO JARDIM AUTODROMO,SALA DE ED. INFANTIL PROPRIA 
1,VENHA CONOSCO UNIDADE II,NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO,BERCARIO
1,VIDA ENCANTADA,ONG VIDA ENCANTADA,BERCARIO
1,VILA ANGLO,CRUZADA PRO INFANCIA,SALA DE AULA ADAPTADA        
1,VILA LEOPOLDINA,ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB,SALA DE AULA PROPRIA         
1,VILA MEDEIROS,ASS BENEFICENTE PARA HUMANIZACAO SOCIAL,SALA DE AULA PROPRIA         
1,VINICIUS DE MORAES,CENTRO DE ACAO SOCIAL ESPERANCA,LABORATORIO DE INFORMATICA    
1,VINICIUS DE MORAES,CENTRO DE ACAO SOCIAL ESPERANCA,PATIO COBERTO                 
1,VINICIUS DE MORAES,CENTRO DE ACAO SOCIAL ESPERANCA,QUADRA COBERTA                
1,VINICIUS DE MORAES,CENTRO DE ACAO SOCIAL ESPERANCA,SALA DE LEITURA               
1,VINICIUS DE MORAES,CENTRO DE ACAO SOCIAL ESPERANCA,SALA RECURSOS MULTIFUNCIONAIS
1,VO ESTER,ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER,BERCARIO
1,VO ESTER,ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER,SALA DE ED. INFANTIL PROPRIA 
1,VO NICE III,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,SALA DE ED. INFANTIL ADAPTADA
1,VO NICE III,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,SALA DE ED. INFANTIL PROPRIA 
1,VO XINHA,UNIAO COMUNITARIA DE MULHERES DO JARDIM NAIR,SALA DE ED. INFANTIL PROPRIA 
1,VO ZEFINHA,INSTITUTO SAO PAULO MELHOR,BERCARIO
1,VOVO ADELAIDE,INSTITUTO DE ACAO SOCIAL FORCA E VIDA,SALA DE ED. INFANTIL PROPRIA 
1,VOVO BERNARDO JOSE FRANCA,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,BERCARIO
1,VOVO JOAQUIM,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,SALA DE ED. INFANTIL PROPRIA 
1,VOVO LIDIA II,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,BERCARIO
1,VOVO MARGARIDA,ASSOCIAÇÃO BEM ESTAR DA FAMÍLIA,SALA DE ED. INFANTIL PROPRIA 
1,VOVO MARIAZINHA ROCHA,INSTITUTO ILUMINA TERRA ACAO PARA DESENVOLVIMENTO SOCIAL,BRINQUEDOTECA
2,A MAO COOPERADORA,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,BERCARIO
2,ABELHINHA DOURADA I,ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS,BERCARIO
2,ADELIA CURI,ASS BENEFICENTE FEMININA SIRIO LIBANESA,BERCARIO
2,AGUIA DE HAIA,INSTITUTO KWARAY,BERCARIO
2,ALEGRETTI,INSTITUICAO DE PROMOCAO SOCIAL ALVORADA,BERCARIO
2,ALEGRIA,CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM,BERCARIO
2,ALERTA CRIANCA,ONG ALERTA CRIANÇA,BERCARIO
2,ALPHA BABY II,ONG ALERTA CRIANÇA,BERCARIO
2,ALPHA BABY II,ONG ALERTA CRIANÇA,SALA DE ED. INFANTIL PROPRIA 
2,ALPS CACHOEIRINHA,ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU,SALA DE ED. INFANTIL PROPRIA 
2,ALPS LAJEADO,ASS BENEFICENTE COMUNITARIA AURORA,BERCARIO
2,ALPS LAJEADO II,ASS BENEFICENTE COMUNITARIA AURORA,SALA DE ED. INFANTIL PROPRIA 
2,ALVARENGA,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,BERCARIO
2,ALVORADA,NUCLEO ASSISTENCIAL FRATERNO - NAF,BERCARIO
2,AMIGUINHOS DE JESUS,INSTITUTO BONA VITTA,BERCARIO
2,AMOR DE TATI,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,BERCARIO
2,AMOR DIVINO,ASSOCIAÇÃO FILHOS DE MARIA,SALA DE ED. INFANTIL PROPRIA 
2,AMOR ETERNO,SAVIC - SOCIEDADE AMIGOS DE VILA CONSTANCA,BERCARIO
2,AMOR ETERNO,SAVIC - SOCIEDADE AMIGOS DE VILA CONSTANCA,SALA DE ED. INFANTIL PROPRIA 
2,ANA DE FATIMA,CENTRO SOCIAL SAO JOSE,BERCARIO
2,ANA MAE BARBOSA,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
2,ANA MARIA MACHADO,ASSOCIACAO BENEFICENTE CAVALCANTE,BERCARIO
2,ANA PAULA ANDRADE,CENTRO SOCIAL SAO JOSE,SALA DE ED. INFANTIL PROPRIA 
2,ANANDA MARGA - UNIVERSO INFANTIL,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,BERCARIO
2,ANDRE LUIZ I G REGINALDO,INSTITUICAO DE PROMOCAO SOCIAL ALVORADA,SALA DE ED. INFANTIL PROPRIA 
2,ANGLICANA RENATA EUGENIA RODRIGUES - UNID IV- MORUMBI,ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP,SALA DE ED. INFANTIL PROPRIA 
2,ANHANGUERA,INSTITUTO ANGLICANO,SALA DE RECREACAO             
2,ANIBAL DI FRANCIA,GSS GRUPO SEMPRE SERVINDO,SALA DE ED. INFANTIL PROPRIA 
2,ANIVALDO FERREIRA PADILHA,INSTITUTO BEVENUTTO,SALA DE ED. INFANTIL PROPRIA 
2,ANJO RAFAELA II,ASS BENEFICENTE 2001,SALA DE ED. INFANTIL PROPRIA 
2,ANJOS DA TERRA,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
2,ANNABEL FORMIGA,INSTITUTO ATIARA,BERCARIO
2,ANNALU,ASSOCIACAO COMUNITARIA EDUCACIONAL BRILHO DOURADO,BERCARIO
2,ANNALU,ASSOCIACAO COMUNITARIA EDUCACIONAL BRILHO DOURADO,SALA DE ED. INFANTIL PROPRIA 
2,ANTONIO ASSUNCAO FERREIRA,CRECHE ANTONIO ASSUNCAO FERREIRA,BERCARIO
2,ANTONIO RODRIGUES,ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS,BERCARIO
2,ANTONIO RODRIGUES,ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS,SALA DE ED. INFANTIL PROPRIA 
2,ANUNCIACAO FERREIRA,INSTITUTO VIDA SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
2,APRENDENDO A VIVER,CRUZADA PRO INFANCIA,BERCARIO
2,APRENDER E CRESCER,ASS CARIDADE HUMILDADE COMPAIXAO JD ELISA MARIA,BERCARIO
2,AQUARELA,ASS CARIDADE HUMILDADE COMPAIXAO JD ELISA MARIA,BERCARIO
2,AQUARELA,ASS CARIDADE HUMILDADE COMPAIXAO JD ELISA MARIA,SALA DE AULA PROPRIA         
2,ARCO IRIS ENCANTADO,INSTITUTO NOVO TEMPO MUNDIAL,BERCARIO
2,ARTE DE BRINCAR,ASS COMUNITARIA DO JD SAO JORGE E ADJACENCIAS,BERCARIO
2,ARTE E CRIANCA,ASS CARIDADE HUMILDADE COMPAIXAO JD ELISA MARIA,BERCARIO
2,AS CORES DA INFANCIA,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
2,ASAS DA VIDA,ASS CARIDADE HUMILDADE COMPAIXAO JD ELISA MARIA,BERCARIO
2,ASAS DA VIDA,ASS CARIDADE HUMILDADE COMPAIXAO JD ELISA MARIA,SALA DE ED. INFANTIL PROPRIA 
2,ASBEN JACANA,FUNDACAO COMUNIDADE DA GRACA,BERCARIO
